Plate	Well Number	Well	Plate_Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Gene Identifier	Gene Symbol	Gene Symbol Synonyms	Gene Description	GO Biological Process	GO Molecular Function	GO Cellular Component	GO Term	Reagent Design Gene Annotation Build	Analysis Gene Annotation Build	Batch	Control Type	Control Comments	Quality Control	Channels	Comments
P149	21	B9	P149_B9	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR055C	BUB2	PAC7	"Mitotic exit network regulator, forms GTPase-activating Bfa1p-Bub2p complex that binds Tem1p and spindle pole bodies, blocks cell cycle progression before anaphase in response to spindle and kinetochore damage"	"signaling process, cell cycle"	enzyme regulator activity	"cytoskeleton, microtubule organizing center, cytoplasm"	"cell cycle, cytoplasm, cytoskeleton, enzyme regulator activity, microtubule organizing center"			00_5				DIC:cell structure;YFP:Rad52-YFP protein	
P149	22	B10	P149_B10	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR056C	AAC1		"Mitochondrial inner membrane ADP/ATP translocator, exchanges cytosolic ADP for mitochondrially synthesized ATP; phosphorylated; Aac1p is a minor isoform while Pet9p is the major ADP/ATP translocator"	"transport, cofactor metabolic process, heterocycle metabolic process, generation of precursor metabolites and energy, cellular respiration"	transporter activity	"mitochondrion, membrane, mitochondrial envelope, cytoplasm"	"cellular respiration, cytoplasm, generation of precursor metabolites and energy, membrane, mitochondrial envelope, mitochondrion, organelle organization and biogenesis, transport, transporter activity"			00_5				DIC:cell structure;YFP:Rad52-YFP protein	
P149	23	B11	P149_B11	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR057C			"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps verified ORF AAC1"	biological_process	molecular_function	cellular_component	"biological_process, cellular_component, molecular_function"			00_5				DIC:cell structure;YFP:Rad52-YFP protein	
P149	24	B12	P149_B12	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR058W	FET3		"Ferro-O2-oxidoreductase required for high-affinity iron uptake and involved in mediating resistance to copper ion toxicity, belongs to class of integral membrane multicopper oxidases"	"transport, cellular homeostasis, response to chemical stimulus"	"transporter activity, oxidoreductase activity"	"membrane, plasma membrane"	"cellular homeostasis, membrane, oxidoreductase activity, plasma membrane, response to chemical stimulus, transport, transporter activity"			00_5				DIC:cell structure;YFP:Rad52-YFP protein	
P149	25	C1	P149_C1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YJR034W	PET191		Protein required for assembly of cytochrome c oxidase; exists as an oligomer that is integral to the mitochondrial inner membrane and faces the intermembrane space; contains a twin Cx9C motif	"mitochondrion organization, protein complex biogenesis"	molecular_function	"membrane, mitochondrial envelope, mitochondrion, cytoplasm"	"Golgi apparatus, cytoplasm, endomembrane system, membrane, mitochondrial envelope, mitochondrion, molecular_function, organelle organization and biogenesis"			00_13				DIC:cell structure;YFP:Rad52-YFP protein	
P149	26	C2	P149_C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YJR039W			"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	biological_process	molecular_function	"mitochondrion, cytoplasm"	"biological_process, mitochondrion, molecular_function"			00_13				DIC:cell structure;YFP:Rad52-YFP protein	
P149	27	C3	P149_C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YJR044C	VPS55		Late endosomal protein involved in late endosome to vacuole trafficking; functional homolog of human obesity receptor gene-related protein (OB-RGRP)	"transport, vesicle-mediated transport"	molecular_function	"membrane, cytoplasm"	"cytoplasm, membrane, molecular_function, transport, vesicle-mediated transport"			00_13				DIC:cell structure;YFP:Rad52-YFP protein	
P149	28	C4	P149_C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YJR066W	TOR1	DRR1	"PIK-related protein kinase and rapamycin target; subunit of TORC1, a complex that controls growth in response to nutrients by regulating translation, transcription, ribosome biogenesis, nutrient transport and autophagy; involved in meiosis"	"ribosome biogenesis, cell cycle, RNA metabolic process, fungal-type cell wall organization, signaling process, transcription, response to stress, meiosis"	"protein kinase activity, protein binding, transferase activity"	"nucleus, membrane fraction, vacuole, Golgi apparatus, plasma membrane, endomembrane system, membrane, cytoplasm"	"Golgi apparatus, cell cycle, cell wall organization and biogenesis, cytoplasm, endomembrane system, meiosis, membrane, membrane fraction, other, plasma membrane, protein binding, protein kinase activity, response to stress, ribosome biogenesis, signal transduction, vacuole"			00_13				DIC:cell structure;YFP:Rad52-YFP protein	
P149	29	C5	P149_C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YIL102C			Putative protein of unknown function	biological_process	molecular_function	cellular_component	"biological_process, cellular_component, molecular_function"			9_2				DIC:cell structure;YFP:Rad52-YFP protein	
P149	30	C6	P149_C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YIL111W	COX5B		"Subunit Vb of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain; predominantly expressed during anaerobic growth while its isoform Va (Cox5Ap) is expressed during aerobic growth"	"generation of precursor metabolites and energy, cellular respiration"	"oxidoreductase activity, transporter activity"	"mitochondrion, membrane, mitochondrial envelope, cytoplasm"	"cytoplasm, generation of precursor metabolites and energy, membrane, mitochondrial envelope, mitochondrion, oxidoreductase activity, transporter activity"			9_2				DIC:cell structure;YFP:Rad52-YFP protein	
P149	31	C7	P149_C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YIL122W	POG1		Putative transcriptional activator that promotes recovery from pheromone induced arrest; inhibits both alpha-factor induced G1 arrest and repression of CLN1 and CLN2 via SCB/MCB promoter elements; potential Cdc28p substrate; SBF regulated	"conjugation, cell cycle, response to chemical stimulus"	transcription regulator activity	"nucleus, chromosome"	"RNA metabolic process, cell cycle, conjugation, nucleus, response to chemical stimulus, signal transduction, transcription, transcription regulator activity"			9_2				DIC:cell structure;YFP:Rad52-YFP protein	
P149	32	C8	P149_C8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YIL131C	FKH1		Forkhead family transcription factor with a minor role in the expression of G2/M phase genes; negatively regulates transcriptional elongation; positive role in chromatin silencing at HML and HMR; regulates donor preference during switching	"transcription, chromosome organization, pseudohyphal growth, cell cycle, DNA metabolic process, RNA metabolic process"	"transcription regulator activity, DNA binding"	nucleus	"DNA binding, DNA metabolic process, RNA metabolic process, cell cycle, nucleus, organelle organization and biogenesis, pseudohyphal growth, transcription, transcription regulator activity"			9_2				DIC:cell structure;YFP:Rad52-YFP protein	
P149	33	C9	P149_C9	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YIL136W	OM45		"Protein of unknown function, major constituent of the mitochondrial outer membrane; located on the outer (cytosolic) face of the outer membrane"	biological_process	molecular_function	"membrane, mitochondrial envelope, mitochondrion, cytoplasm"	"Golgi apparatus, biological_process, cytoplasm, endomembrane system, membrane, mitochondrial envelope, mitochondrion, molecular_function"			9_2				DIC:cell structure;YFP:Rad52-YFP protein	
P149	34	C10	P149_C10	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YIL158W	AIM20		Putative protein of unknown function; overexpression causes a cell cycle delay or arrest; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; null mutant displays elevated frequency of mitochondrial genome loss	biological_process	molecular_function	"vacuole, cytoplasm"	"biological_process, cytoplasm, molecular_function, vacuole"			9_2				DIC:cell structure;YFP:Rad52-YFP protein	
P149	35	C11	P149_C11	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YIR004W	DJP1	PAS22;ICS1	"Cytosolic J-domain-containing protein, required for peroxisomal protein import and involved in peroxisome assembly, homologous to E. coli DnaJ"	"transport, peroxisome organization"	protein binding	cytoplasm	"cytoplasm, organelle organization and biogenesis, protein binding, transport"			9_2				DIC:cell structure;YFP:Rad52-YFP protein	
P149	36	C12	P149_C12	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YIL056W	VHR1		"Transcriptional activator, required for the vitamin H-responsive element (VHRE) mediated induction of VHT1 (Vitamin H transporter) and BIO5 (biotin biosynthesis intermediate transporter) in response to low biotin concentrations"	"cofactor metabolic process, transcription, vitamin metabolic process, heterocycle metabolic process, RNA metabolic process"	"transcription regulator activity, DNA binding"	"nucleus, cytoplasm"	"DNA binding, RNA metabolic process, cofactor metabolic process, cytoplasm, heterocycle metabolic process, nucleus, transcription, transcription regulator activity, vitamin metabolic process"			9_1				DIC:cell structure;YFP:Rad52-YFP protein	
P149	37	D1	P149_D1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YIL085C	KTR7		Putative mannosyltransferase involved in protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family	"fungal-type cell wall organization, cellular carbohydrate metabolic process, protein modification process"	transferase activity	"cytoplasm, Golgi apparatus"	"Golgi apparatus, cell wall organization and biogenesis, protein modification process, transferase activity"			9_1				DIC:cell structure;YFP:Rad52-YFP protein	
P149	38	D2	P149_D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YIL094C	LYS12	LYS11;LYS10	"Homo-isocitrate dehydrogenase, an NAD-linked mitochondrial enzyme required for the fourth step in the biosynthesis of lysine, in which homo-isocitrate is oxidatively decarboxylated to alpha-ketoadipate"	cellular amino acid and derivative metabolic process	oxidoreductase activity	"mitochondrion, cytoplasm"	"amino acid and derivative metabolic process, mitochondrion, oxidoreductase activity"			9_1				DIC:cell structure;YFP:Rad52-YFP protein	
P149	39	D3	P149_D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDL047W	SIT4		Type 2A-related serine-threonine phosphatase that functions in the G1/S transition of the mitotic cycle; cytoplasmic and nuclear protein that modulates functions mediated by Pkc1p including cell wall and actin cytoskeleton organization	"fungal-type cell wall organization, signaling process, cytoskeleton organization, response to chemical stimulus, response to stress, cell cycle, DNA metabolic process, RNA metabolic process"	"hydrolase activity, phosphoprotein phosphatase activity"	"nucleus, cytoplasm"	"DNA metabolic process, cell cycle, cell wall organization and biogenesis, cytoplasm, cytoskeleton organization and biogenesis, hydrolase activity, nucleus, organelle organization and biogenesis, other, phosphoprotein phosphatase activity, response to chemical stimulus, response to stress, signal transduction"			4_1				DIC:cell structure;YFP:Rad52-YFP protein	
P149	40	D4	P149_D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDL061C	RPS29B	YS29;S36B;S29B;YS29B	Protein component of the small (40S) ribosomal subunit; nearly identical to Rps29Ap and has similarity to rat S29 and E. coli S14 ribosomal proteins	translation	structural molecule activity	"ribosome, cytoplasm"	"cytoplasm, ribosome, structural molecule activity, translation"			4_1				DIC:cell structure;YFP:Rad52-YFP protein	
P149	41	D5	P149_D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDL075W	RPL31A	YL28;L34A;L31A;RPL34	"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl31Bp and has similarity to rat L31 ribosomal protein; associates with the karyopherin Sxm1p; loss of both Rpl31p and Rpl39p confers lethality"	translation	structural molecule activity	"ribosome, cytoplasm"	"cytoplasm, ribosome, structural molecule activity, translation"			4_1				DIC:cell structure;YFP:Rad52-YFP protein	images not available
P149	42	D6	P149_D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR477W	SNF1	PAS14;HAF3;GLC2;CCR1;CAT1	"AMP-activated serine/threonine protein kinase found in a complex containing Snf4p and members of the Sip1p/Sip2p/Gal83p family; required for transcription of glucose-repressed genes, thermotolerance, sporulation, and peroxisome biogenesis"	"signaling process, translation, protein modification process, response to stress, cellular carbohydrate metabolic process, pseudohyphal growth"	"transferase activity, protein kinase activity"	"nucleus, endomembrane system, vacuole, mitochondrion, cytoplasm"	"carbohydrate metabolic process, cytoplasm, endomembrane system, mitochondrion, nucleus, other, protein kinase activity, protein modification process, pseudohyphal growth, response to stress, signal transduction, transferase activity, vacuole"			4_8				DIC:cell structure;YFP:Rad52-YFP protein	
P149	43	D7	P149_D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YDR500C	RPL37B	YL35;L43;L37B	"Protein component of the large (60S) ribosomal subunit, has similarity to Rpl37Ap and to rat L37 ribosomal protein"	translation	structural molecule activity	"ribosome, cytoplasm"	"cytoplasm, ribosome, structural molecule activity, translation"			4_8				DIC:cell structure;YFP:Rad52-YFP protein	
P149	44	D8	P149_D8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLR363C	NMD4		"Protein interacting with Nam7p, may be involved in the nonsense-mediated mRNA decay pathway"	RNA metabolic process	molecular_function	cytoplasm	"RNA metabolic process, cytoplasm, molecular_function"			12_5				DIC:cell structure;YFP:Rad52-YFP protein	
P149	45	D9	P149_D9	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLR364W	GRX8		Glutaredoxin that employs a dithiol mechanism of catalysis; monomeric; activity is low and null mutation does not affect sensitivity to oxidative stress; GFP-fusion protein localizes to the cytoplasm; expression strongly induced by arsenic	biological_process	oxidoreductase activity	cytoplasm	"biological_process, cytoplasm, molecular_function"			12_5				DIC:cell structure;YFP:Rad52-YFP protein	
